train_number,line_direction_cid,direction_chinese,station_id,station_name,car_number_cn1,car_number_cn2,car1_congestion,car2_congestion,car3_congestion,car4_congestion,update_time,timestamp
"11,16",2,上行,BR14,大直,11,16,1,1,1,1,2025-07-15 19:54:32,2025-07-15 19:54:32
"177,170",2,上行,BR16,西湖,177,170,1,1,1,1,2025-07-15 19:54:28,2025-07-15 19:54:28
"39,40",1,下行,BR10,BR 忠孝復興,39,40,2,2,2,2,2025-07-15 19:54:23,2025-07-15 19:54:23
"187,188",1,下行,BR07,六張犁,187,188,1,2,2,2,2025-07-15 19:54:23,2025-07-15 19:54:23
"157,112",1,下行,BR02,木柵,157,112,1,1,1,1,2025-07-15 19:54:20,2025-07-15 19:54:20
"171,158",2,上行,BR15,劍南路,171,158,1,1,1,1,2025-07-15 19:54:16,2025-07-15 19:54:16
"151,138",2,上行,BR11,BR 南京復興,151,138,3,2,2,2,2025-07-15 19:54:08,2025-07-15 19:54:08
"195,122",2,上行,BR06,麟光,195,122,1,1,1,1,2025-07-15 19:54:08,2025-07-15 19:54:08
"5,20",1,下行,BR18,文德,5,20,1,1,1,1,2025-07-15 19:53:45,2025-07-15 19:53:45
"193,136",2,上行,BR18,文德,193,136,2,1,2,1,2025-07-15 19:53:44,2025-07-15 19:53:44
"199,128",1,下行,BR06,麟光,199,128,1,1,1,1,2025-07-15 19:53:39,2025-07-15 19:53:39
"111,142",1,下行,BR01,動物園,111,142,1,1,1,1,2025-07-15 19:53:34,2025-07-15 19:53:34
"1,30",2,上行,BR09,BR 大安,1,30,1,1,2,2,2025-07-15 19:53:33,2025-07-15 19:53:33
"41,34",1,下行,BR09,BR 大安,41,34,2,2,1,3,2025-07-15 19:53:33,2025-07-15 19:53:33
"7,32",1,下行,BR05,辛亥,7,32,1,1,1,1,2025-07-15 19:53:26,2025-07-15 19:53:26
"175,190",1,下行,BR23,南港軟體園區,175,190,1,1,1,1,2025-07-15 19:53:16,2025-07-15 19:53:16
"9,4",2,上行,BR21,葫洲,9,4,1,1,1,1,2025-07-15 19:53:14,2025-07-15 19:53:14
"27,2",1,下行,BR12,中山國中,27,2,2,1,2,3,2025-07-15 19:53:14,2025-07-15 19:53:14
"133,166",2,上行,BR13,松山機場,133,166,1,1,1,1,2025-07-15 19:53:13,2025-07-15 19:53:13
"197,132",1,下行,BR13,松山機場,197,132,2,3,2,2,2025-07-15 19:53:13,2025-07-15 19:53:13
"107,178",2,上行,BR07,六張犁,107,178,2,1,1,1,2025-07-15 20:02:15,2025-07-15 20:02:15
"191,126",2,上行,BR12,中山國中,191,126,2,1,1,1,2025-07-15 20:02:15,2025-07-15 20:02:15
"157,112",2,上行,BR01,動物園,157,112,1,1,1,1,2025-07-15 20:02:13,2025-07-15 20:02:13
"133,166",2,上行,BR17,港漧,133,166,1,1,1,1,2025-07-15 20:02:13,2025-07-15 20:02:13
"195,122",2,上行,BR10,BR 忠孝復興,195,122,1,1,1,2,2025-07-15 20:02:12,2025-07-15 20:02:12
"11,16",2,上行,BR18,文德,11,16,1,1,1,1,2025-07-15 20:02:03,2025-07-15 20:02:03
"1,30",2,上行,BR13,松山機場,1,30,1,2,2,2,2025-07-15 20:02:02,2025-07-15 20:02:02
"39,40",1,下行,BR06,麟光,39,40,2,2,2,1,2025-07-15 20:01:55,2025-07-15 20:01:55
"151,138",2,上行,BR14,大直,151,138,2,1,2,2,2025-07-15 20:01:49,2025-07-15 20:01:49
"5,20",1,下行,BR14,大直,5,20,3,2,3,3,2025-07-15 20:01:48,2025-07-15 20:01:48
"41,34",1,下行,BR05,辛亥,41,34,2,1,1,2,2025-07-15 20:01:48,2025-07-15 20:01:48
"35,14",1,下行,BR16,西湖,35,14,2,1,2,2,2025-07-15 20:01:38,2025-07-15 20:01:38
"183,118",1,下行,BR21,葫洲,183,118,2,1,1,1,2025-07-15 20:01:32,2025-07-15 20:01:32
"171,158",2,上行,BR19,內湖,171,158,1,1,1,1,2025-07-15 20:01:23,2025-07-15 20:01:23
"37,38",1,下行,BR11,BR 南京復興,37,38,3,2,2,3,2025-07-15 20:01:18,2025-07-15 20:01:18
"7,32",1,下行,BR01,動物園,7,32,1,1,1,1,2025-07-15 20:01:15,2025-07-15 20:01:15
"177,170",2,上行,BR20,大湖公園,177,170,1,1,1,1,2025-07-15 20:01:09,2025-07-15 20:01:09
"175,190",1,下行,BR19,內湖,175,190,1,1,1,1,2025-07-15 20:00:54,2025-07-15 20:00:54
"27,2",1,下行,BR08,科技大樓,27,2,2,2,2,2,2025-07-15 20:00:53,2025-07-15 20:00:53
"135,201",1,下行,BR13,松山機場,135,201,1,1,3,3,2025-07-15 20:00:43,2025-07-15 20:00:43
"187,188",1,下行,BR04,萬芳醫院,187,188,1,1,1,1,2025-07-15 20:00:42,2025-07-15 20:00:42
"133,166",2,上行,BR16,西湖,133,166,1,1,1,1,2025-07-15 20:00:40,2025-07-15 20:00:40
"185,176",2,上行,BR15,劍南路,185,176,1,1,1,1,2025-07-15 20:00:31,2025-07-15 20:00:31
"11,16",2,上行,BR17,港漧,11,16,1,1,1,1,2025-07-15 20:00:26,2025-07-15 20:00:26
"151,138",2,上行,BR13,松山機場,151,138,2,1,2,2,2025-07-15 20:00:22,2025-07-15 20:00:22
"39,40",1,下行,BR07,六張犁,39,40,2,2,2,1,2025-07-15 20:00:18,2025-07-15 20:00:18
"195,122",2,上行,BR09,BR 大安,195,122,1,1,1,2,2025-07-15 20:00:04,2025-07-15 20:00:04
"111,142",2,上行,BR02,木柵,111,142,1,1,1,1,2025-07-15 19:59:58,2025-07-15 19:59:58
"35,14",1,下行,BR17,港漧,35,14,2,1,1,1,2025-07-15 19:59:58,2025-07-15 19:59:58
"127,120",2,上行,BR24,BR 南港展覽館,127,120,1,1,1,1,2025-07-15 19:59:57,2025-07-15 19:59:57
"183,118",1,下行,BR22,東湖,183,118,2,2,1,1,2025-07-15 19:59:49,2025-07-15 19:59:49
"171,158",2,上行,BR18,文德,171,158,1,1,1,1,2025-07-15 19:59:40,2025-07-15 19:59:40
"5,20",1,下行,BR15,劍南路,5,20,3,2,3,3,2025-07-15 19:59:37,2025-07-15 19:59:37
"193,136",2,上行,BR21,葫洲,193,136,1,1,1,1,2025-07-15 19:59:32,2025-07-15 19:59:32
"129,198",2,上行,BR04,萬芳醫院,129,198,1,1,1,1,2025-07-15 19:59:27,2025-07-15 19:59:27
"177,170",2,上行,BR19,內湖,177,170,1,1,1,1,2025-07-15 19:59:20,2025-07-15 19:59:20
"37,38",1,下行,BR12,中山國中,37,38,2,3,2,3,2025-07-15 19:59:20,2025-07-15 19:59:20
"41,34",1,下行,BR06,麟光,41,34,2,2,1,1,2025-07-15 19:59:18,2025-07-15 19:59:18
"175,190",1,下行,BR20,大湖公園,175,190,1,1,1,1,2025-07-15 19:59:16,2025-07-15 19:59:16
"27,2",1,下行,BR09,BR 大安,27,2,3,2,2,2,2025-07-15 19:59:13,2025-07-15 19:59:13
"9,4",2,上行,BR24,BR 南港展覽館,9,4,1,1,1,1,2025-07-15 19:59:11,2025-07-15 19:59:11
"7,32",1,下行,BR02,木柵,7,32,1,1,1,1,2025-07-15 19:59:01,2025-07-15 19:59:01
"11,16",2,上行,BR16,西湖,11,16,1,1,1,1,2025-07-15 19:58:54,2025-07-15 19:58:54
"127,120",2,上行,BR23,南港軟體園區,127,120,1,1,2,1,2025-07-15 19:58:52,2025-07-15 19:58:52
"191,126",2,上行,BR10,BR 忠孝復興,191,126,2,1,1,1,2025-07-15 19:58:41,2025-07-15 19:58:41
"111,142",2,上行,BR01,動物園,111,142,1,1,1,1,2025-07-15 19:58:39,2025-07-15 19:58:39
"187,188",1,下行,BR05,辛亥,187,188,1,1,1,2,2025-07-15 19:58:28,2025-07-15 19:58:28
"185,176",2,上行,BR14,大直,185,176,1,1,1,1,2025-07-15 19:58:27,2025-07-15 19:58:27
"107,178",2,上行,BR05,辛亥,107,178,1,1,1,1,2025-07-15 19:58:21,2025-07-15 19:58:21
"131,174",1,下行,BR01,動物園,131,174,1,1,1,1,2025-07-15 19:58:19,2025-07-15 19:58:19
"199,128",1,下行,BR04,萬芳醫院,199,128,1,1,1,2,2025-07-15 19:58:11,2025-07-15 19:58:11
"35,14",1,下行,BR18,文德,35,14,1,1,1,1,2025-07-15 19:58:11,2025-07-15 19:58:11
"1,30",2,上行,BR15,劍南路,1,30,1,2,1,2,2025-07-15 20:07:25,2025-07-15 20:07:25
"41,34",1,下行,BR02,木柵,41,34,1,1,1,1,2025-07-15 20:07:23,2025-07-15 20:07:23
"133,166",2,上行,BR20,大湖公園,133,166,1,1,1,1,2025-07-15 20:07:20,2025-07-15 20:07:20
"7,32",2,上行,BR03,萬芳社區,7,32,1,1,1,1,2025-07-15 20:07:15,2025-07-15 20:07:15
"183,118",1,下行,BR18,文德,183,118,1,1,1,1,2025-07-15 20:07:12,2025-07-15 20:07:12
"177,170",2,上行,BR23,南港軟體園區,177,170,1,1,1,1,2025-07-15 20:07:11,2025-07-15 20:07:11
"171,158",2,上行,BR22,東湖,171,158,1,1,1,1,2025-07-15 20:07:10,2025-07-15 20:07:10
"37,38",1,下行,BR08,科技大樓,37,38,2,2,3,2,2025-07-15 20:06:58,2025-07-15 20:06:58
"107,178",2,上行,BR09,BR 大安,107,178,2,1,1,1,2025-07-15 20:06:52,2025-07-15 20:06:52
"9,4",1,下行,BR23,南港軟體園區,9,4,1,1,1,1,2025-07-15 20:06:48,2025-07-15 20:06:48
"39,40",1,下行,BR04,萬芳醫院,39,40,1,1,1,1,2025-07-15 20:06:41,2025-07-15 20:06:41
"197,132",1,下行,BR07,六張犁,197,132,1,2,2,2,2025-07-15 20:06:15,2025-07-15 20:06:15
"35,14",1,下行,BR14,大直,35,14,2,2,2,2,2025-07-15 20:06:15,2025-07-15 20:06:15
"187,188",1,下行,BR01,動物園,187,188,1,1,1,1,2025-07-15 20:06:12,2025-07-15 20:06:12
"41,34",1,下行,BR03,萬芳社區,41,34,1,1,1,1,2025-07-15 20:06:12,2025-07-15 20:06:12
"157,112",2,上行,BR04,萬芳醫院,157,112,1,1,1,1,2025-07-15 20:06:11,2025-07-15 20:06:11
"7,32",2,上行,BR02,木柵,7,32,1,1,1,1,2025-07-15 20:06:02,2025-07-15 20:06:02
"151,138",2,上行,BR16,西湖,151,138,2,1,2,2,2025-07-15 20:06:01,2025-07-15 20:06:01
"175,190",1,下行,BR16,西湖,175,190,2,1,2,2,2025-07-15 20:06:00,2025-07-15 20:06:00
"185,176",2,上行,BR18,文德,185,176,1,1,1,1,2025-07-15 20:05:54,2025-07-15 20:05:54
"195,122",2,上行,BR12,中山國中,195,122,1,1,1,2,2025-07-15 20:05:50,2025-07-15 20:05:50
"135,201",1,下行,BR11,BR 南京復興,135,201,3,2,3,3,2025-07-15 20:05:40,2025-07-15 20:05:40
"183,118",1,下行,BR19,內湖,183,118,1,1,1,1,2025-07-15 20:05:36,2025-07-15 20:05:36
"193,136",2,上行,BR24,BR 南港展覽館,193,136,1,1,1,1,2025-07-15 20:05:35,2025-07-15 20:05:35
"171,158",2,上行,BR21,葫洲,171,158,1,1,1,1,2025-07-15 20:05:25,2025-07-15 20:05:25
"129,198",2,上行,BR07,六張犁,129,198,1,1,1,1,2025-07-15 20:05:24,2025-07-15 20:05:24
"11,16",2,上行,BR20,大湖公園,11,16,1,1,1,1,2025-07-15 20:05:23,2025-07-15 20:05:23
"1,30",2,上行,BR14,大直,1,30,1,2,1,2,2025-07-15 20:05:21,2025-07-15 20:05:21
"37,38",1,下行,BR09,BR 大安,37,38,2,3,3,2,2025-07-15 20:05:18,2025-07-15 20:05:18
"177,170",2,上行,BR22,東湖,177,170,1,1,1,1,2025-07-15 20:05:17,2025-07-15 20:05:17
"5,20",1,下行,BR13,松山機場,5,20,3,2,4,3,2025-07-15 20:05:16,2025-07-15 20:05:16
"191,126",2,上行,BR13,松山機場,191,126,2,1,1,1,2025-07-15 20:05:10,2025-07-15 20:05:10
"9,4",1,下行,BR24,BR 南港展覽館,9,4,1,1,1,1,2025-07-15 20:05:04,2025-07-15 20:05:04
"107,178",2,上行,BR08,科技大樓,107,178,3,1,1,1,2025-07-15 20:05:01,2025-07-15 20:05:01
"27,2",1,下行,BR06,麟光,27,2,2,2,1,1,2025-07-15 20:05:00,2025-07-15 20:05:00
"7,32",2,上行,BR01,動物園,7,32,1,1,1,1,2025-07-15 20:04:24,2025-07-15 20:04:24
"39,40",1,下行,BR05,辛亥,39,40,2,2,1,1,2025-07-15 20:04:24,2025-07-15 20:04:24
"175,190",1,下行,BR17,港漧,175,190,1,1,1,1,2025-07-15 20:04:23,2025-07-15 20:04:23
"185,176",2,上行,BR17,港漧,185,176,1,1,1,1,2025-07-15 20:04:17,2025-07-15 20:04:17
"195,122",2,上行,BR11,BR 南京復興,195,122,1,1,1,2,2025-07-15 20:04:11,2025-07-15 20:04:11
"41,34",1,下行,BR04,萬芳醫院,41,34,1,1,1,1,2025-07-15 20:04:05,2025-07-15 20:04:05
"35,14",1,下行,BR15,劍南路,35,14,2,2,2,2,2025-07-15 20:04:04,2025-07-15 20:04:04
"187,188",1,下行,BR02,木柵,187,188,1,1,1,1,2025-07-15 20:04:01,2025-07-15 20:04:01
"133,166",2,上行,BR18,文德,133,166,1,1,1,1,2025-07-15 20:04:00,2025-07-15 20:04:00
"157,112",2,上行,BR03,萬芳社區,157,112,1,1,1,1,2025-07-15 20:04:00,2025-07-15 20:04:00
"183,118",1,下行,BR20,大湖公園,183,118,1,1,1,1,2025-07-15 20:03:57,2025-07-15 20:03:57
"193,136",2,上行,BR23,南港軟體園區,193,136,1,1,1,1,2025-07-15 20:03:55,2025-07-15 20:03:55
"129,198",2,上行,BR06,麟光,129,198,1,1,1,1,2025-07-15 20:03:51,2025-07-15 20:03:51
"197,132",1,下行,BR08,科技大樓,197,132,2,2,2,2,2025-07-15 20:03:48,2025-07-15 20:03:48
"37,38",1,下行,BR10,BR 忠孝復興,37,38,2,2,2,2,2025-07-15 20:03:32,2025-07-15 20:03:32
"27,2",1,下行,BR07,六張犁,27,2,2,2,1,2,2025-07-15 20:03:22,2025-07-15 20:03:22
"177,170",2,上行,BR21,葫洲,177,170,1,1,1,1,2025-07-15 20:03:22,2025-07-15 20:03:22
"39,40",1,下行,BR01,動物園,39,40,1,1,1,1,2025-07-15 20:12:14,2025-07-15 20:12:14
"127,120",1,下行,BR23,南港軟體園區,127,120,1,1,1,1,2025-07-15 20:12:02,2025-07-15 20:12:02
"195,122",2,上行,BR14,大直,195,122,1,1,1,1,2025-07-15 20:11:57,2025-07-15 20:11:57
"27,2",1,下行,BR03,萬芳社區,27,2,1,1,1,1,2025-07-15 20:11:53,2025-07-15 20:11:53
"185,176",2,上行,BR21,葫洲,185,176,1,1,1,1,2025-07-15 20:11:41,2025-07-15 20:11:41
"121,164",1,下行,BR18,文德,121,164,1,2,1,1,2025-07-15 20:11:40,2025-07-15 20:11:40
"7,32",2,上行,BR05,辛亥,7,32,1,1,1,1,2025-07-15 20:11:35,2025-07-15 20:11:35
"171,158",2,上行,BR24,BR 南港展覽館,171,158,1,1,1,1,2025-07-15 20:11:34,2025-07-15 20:11:34
"133,166",2,上行,BR22,東湖,133,166,1,1,1,1,2025-07-15 20:11:32,2025-07-15 20:11:32
"11,16",2,上行,BR23,南港軟體園區,11,16,1,1,1,1,2025-07-15 20:11:31,2025-07-15 20:11:31
"1,30",2,上行,BR17,港漧,1,30,1,1,2,1,2025-07-15 20:11:14,2025-07-15 20:11:14
"195,122",2,上行,BR13,松山機場,195,122,2,2,2,2,2025-07-15 20:11:10,2025-07-15 20:11:10
"135,201",1,下行,BR08,科技大樓,135,201,2,2,2,1,2025-07-15 20:11:07,2025-07-15 20:11:07
"187,188",2,上行,BR01,動物園,187,188,1,1,1,1,2025-07-15 20:11:05,2025-07-15 20:11:05
"37,38",1,下行,BR06,麟光,37,38,2,2,2,1,2025-07-15 20:11:04,2025-07-15 20:11:04
"107,178",2,上行,BR11,BR 南京復興,107,178,2,2,1,1,2025-07-15 20:10:51,2025-07-15 20:10:51
"157,112",2,上行,BR06,麟光,157,112,1,1,1,1,2025-07-15 20:10:46,2025-07-15 20:10:46
"183,118",1,下行,BR16,西湖,183,118,2,2,1,1,2025-07-15 20:10:44,2025-07-15 20:10:44
"175,190",1,下行,BR14,大直,175,190,2,2,3,3,2025-07-15 20:10:35,2025-07-15 20:10:35
"199,128",2,上行,BR03,萬芳社區,199,128,1,1,1,1,2025-07-15 20:10:25,2025-07-15 20:10:25
"9,4",1,下行,BR21,葫洲,9,4,1,1,1,1,2025-07-15 20:10:22,2025-07-15 20:10:22
"5,20",1,下行,BR11,BR 南京復興,5,20,4,2,4,4,2025-07-15 20:10:17,2025-07-15 20:10:17
"191,126",2,上行,BR15,劍南路,191,126,1,1,1,1,2025-07-15 20:10:16,2025-07-15 20:10:16
"197,132",1,下行,BR05,辛亥,197,132,1,1,2,2,2025-07-15 20:10:09,2025-07-15 20:10:09
"39,40",1,下行,BR02,木柵,39,40,1,1,1,1,2025-07-15 20:09:59,2025-07-15 20:09:59
"127,120",1,下行,BR24,BR 南港展覽館,127,120,1,1,1,1,2025-07-15 20:09:53,2025-07-15 20:09:53
"27,2",1,下行,BR04,萬芳醫院,27,2,1,1,1,1,2025-07-15 20:09:48,2025-07-15 20:09:48
"133,166",2,上行,BR21,葫洲,133,166,1,1,1,1,2025-07-15 20:09:47,2025-07-15 20:09:47
"35,14",1,下行,BR13,松山機場,35,14,2,2,2,2,2025-07-15 20:09:44,2025-07-15 20:09:44
"1,30",2,上行,BR16,西湖,1,30,1,2,1,2,2025-07-15 20:09:43,2025-07-15 20:09:43
"11,16",2,上行,BR22,東湖,11,16,1,1,1,1,2025-07-15 20:09:39,2025-07-15 20:09:39
"41,34",1,下行,BR01,動物園,41,34,1,1,1,1,2025-07-15 20:09:37,2025-07-15 20:09:37
"177,170",2,上行,BR24,BR 南港展覽館,177,170,1,1,1,1,2025-07-15 20:09:34,2025-07-15 20:09:34
"151,138",2,上行,BR18,文德,151,138,2,2,2,1,2025-07-15 20:09:34,2025-07-15 20:09:34
"199,128",2,上行,BR02,木柵,199,128,1,1,1,1,2025-07-15 20:09:32,2025-07-15 20:09:32
"185,176",2,上行,BR20,大湖公園,185,176,1,1,1,1,2025-07-15 20:09:27,2025-07-15 20:09:27
"37,38",1,下行,BR07,六張犁,37,38,2,2,2,1,2025-07-15 20:09:26,2025-07-15 20:09:26
"7,32",2,上行,BR04,萬芳醫院,7,32,1,1,1,1,2025-07-15 20:09:23,2025-07-15 20:09:23
"171,158",2,上行,BR23,南港軟體園區,171,158,1,1,1,1,2025-07-15 20:09:04,2025-07-15 20:09:04
"183,118",1,下行,BR17,港漧,183,118,1,1,1,2,2025-07-15 20:08:54,2025-07-15 20:08:54
"107,178",2,上行,BR10,BR 忠孝復興,107,178,2,1,1,1,2025-07-15 20:08:51,2025-07-15 20:08:51
"39,40",1,下行,BR03,萬芳社區,39,40,1,1,1,1,2025-07-15 20:08:47,2025-07-15 20:08:47
"9,4",1,下行,BR22,東湖,9,4,1,1,1,1,2025-07-15 20:08:39,2025-07-15 20:08:39
"195,122",2,上行,BR13,松山機場,195,122,1,1,1,2,2025-07-15 20:08:38,2025-07-15 20:08:38
"175,190",1,下行,BR15,劍南路,175,190,2,2,2,3,2025-07-15 20:08:25,2025-07-15 20:08:25
"157,112",2,上行,BR05,辛亥,157,112,1,1,1,1,2025-07-15 20:08:21,2025-07-15 20:08:21
"5,20",1,下行,BR12,中山國中,5,20,3,2,4,4,2025-07-15 20:08:20,2025-07-15 20:08:20
"199,128",2,上行,BR06,麟光,199,128,1,1,1,1,2025-07-15 20:17:25,2025-07-15 20:17:25
"127,120",1,下行,BR20,大湖公園,127,120,1,1,1,1,2025-07-15 20:17:12,2025-07-15 20:17:12
"175,190",1,下行,BR12,中山國中,175,190,3,2,2,3,2025-07-15 20:17:03,2025-07-15 20:17:03
"151,138",2,上行,BR22,東湖,151,138,2,1,1,1,2025-07-15 20:17:01,2025-07-15 20:17:01
"35,14",1,下行,BR10,BR 忠孝復興,35,14,3,3,3,2,2025-07-15 20:16:59,2025-07-15 20:16:59
"191,126",2,上行,BR18,文德,191,126,2,1,1,1,2025-07-15 20:16:54,2025-07-15 20:16:54
"157,112",2,上行,BR09,BR 大安,157,112,1,1,1,1,2025-07-15 20:16:44,2025-07-15 20:16:44
"195,122",2,上行,BR16,西湖,195,122,3,2,2,1,2025-07-15 20:16:17,2025-07-15 20:16:17
"1,30",2,上行,BR20,大湖公園,1,30,1,1,1,1,2025-07-15 20:16:12,2025-07-15 20:16:12
"9,4",1,下行,BR18,文德,9,4,1,1,1,1,2025-07-15 20:16:09,2025-07-15 20:16:09
"187,188",2,上行,BR04,萬芳醫院,187,188,1,1,1,1,2025-07-15 20:16:00,2025-07-15 20:16:00
"141,160",1,下行,BR23,南港軟體園區,141,160,1,1,1,2,2025-07-15 20:15:59,2025-07-15 20:15:59
"133,166",2,上行,BR24,BR 南港展覽館,133,166,1,1,1,1,2025-07-15 20:15:58,2025-07-15 20:15:58
"5,20",1,下行,BR08,科技大樓,5,20,3,2,3,2,2025-07-15 20:15:57,2025-07-15 20:15:57
"37,38",1,下行,BR04,萬芳醫院,37,38,1,1,1,1,2025-07-15 20:15:48,2025-07-15 20:15:48
"129,198",2,上行,BR12,中山國中,129,198,2,1,1,1,2025-07-15 20:15:48,2025-07-15 20:15:48
"197,132",1,下行,BR02,木柵,197,132,1,1,1,1,2025-07-15 20:15:44,2025-07-15 20:15:44
"7,32",2,上行,BR07,六張犁,7,32,1,1,1,1,2025-07-15 20:15:42,2025-07-15 20:15:42
"27,2",1,下行,BR01,動物園,27,2,1,1,1,1,2025-07-15 20:15:32,2025-07-15 20:15:32
"151,138",2,上行,BR21,葫洲,151,138,2,1,1,1,2025-07-15 20:15:19,2025-07-15 20:15:19
"107,178",2,上行,BR13,松山機場,107,178,2,2,1,1,2025-07-15 20:15:18,2025-07-15 20:15:18
"185,176",2,上行,BR23,南港軟體園區,185,176,1,1,1,1,2025-07-15 20:15:16,2025-07-15 20:15:16
"9,4",1,下行,BR19,內湖,9,4,1,1,1,1,2025-07-15 20:15:13,2025-07-15 20:15:13
"135,201",1,下行,BR06,麟光,135,201,1,2,1,1,2025-07-15 20:15:09,2025-07-15 20:15:09
"199,128",2,上行,BR05,辛亥,199,128,1,1,1,1,2025-07-15 20:15:01,2025-07-15 20:15:01
"157,112",2,上行,BR08,科技大樓,157,112,1,1,1,2,2025-07-15 20:14:59,2025-07-15 20:14:59
"35,14",1,下行,BR11,BR 南京復興,35,14,4,3,3,3,2025-07-15 20:14:45,2025-07-15 20:14:45
"41,34",2,上行,BR01,動物園,41,34,1,1,1,1,2025-07-15 20:14:38,2025-07-15 20:14:38
"1,30",2,上行,BR19,內湖,1,30,1,1,2,1,2025-07-15 20:14:36,2025-07-15 20:14:36
"5,20",1,下行,BR09,BR 大安,5,20,3,2,3,3,2025-07-15 20:14:17,2025-07-15 20:14:17
"141,160",1,下行,BR24,BR 南港展覽館,141,160,1,1,1,1,2025-07-15 20:14:17,2025-07-15 20:14:17
"191,126",2,上行,BR17,港漧,191,126,2,1,1,1,2025-07-15 20:14:05,2025-07-15 20:14:05
"7,32",2,上行,BR06,麟光,7,32,1,1,1,1,2025-07-15 20:14:02,2025-07-15 20:14:02
"175,190",1,下行,BR13,松山機場,175,190,2,2,2,3,2025-07-15 20:14:02,2025-07-15 20:14:02
"195,122",2,上行,BR15,劍南路,195,122,2,1,2,2,2025-07-15 20:14:01,2025-07-15 20:14:01
"187,188",2,上行,BR03,萬芳社區,187,188,1,1,1,1,2025-07-15 20:13:55,2025-07-15 20:13:55
"11,16",2,上行,BR24,BR 南港展覽館,11,16,1,1,1,1,2025-07-15 20:13:53,2025-07-15 20:13:53
"157,112",2,上行,BR07,六張犁,157,112,1,1,1,1,2025-07-15 20:13:51,2025-07-15 20:13:51
"129,198",2,上行,BR11,BR 南京復興,129,198,2,1,2,2,2025-07-15 20:13:47,2025-07-15 20:13:47
"37,38",1,下行,BR05,辛亥,37,38,1,2,1,1,2025-07-15 20:13:32,2025-07-15 20:13:32
"185,176",2,上行,BR22,東湖,185,176,1,1,1,1,2025-07-15 20:13:26,2025-07-15 20:13:26
"107,178",2,上行,BR12,中山國中,107,178,2,2,1,1,2025-07-15 20:13:24,2025-07-15 20:13:24
"157,112",2,上行,BR12,中山國中,157,112,2,1,2,2,2025-07-15 20:22:19,2025-07-15 20:22:19
"1,30",2,上行,BR23,南港軟體園區,1,30,1,1,2,1,2025-07-15 20:22:16,2025-07-15 20:22:16
"187,188",2,上行,BR07,六張犁,187,188,1,1,1,1,2025-07-15 20:22:12,2025-07-15 20:22:12
"7,32",2,上行,BR10,BR 忠孝復興,7,32,1,1,1,2,2025-07-15 20:22:11,2025-07-15 20:22:11
"11,16",1,下行,BR22,東湖,11,16,2,1,1,1,2025-07-15 20:22:10,2025-07-15 20:22:10
"135,201",1,下行,BR03,萬芳社區,135,201,3,3,1,1,2025-07-15 20:22:10,2025-07-15 20:22:10
"9,4",1,下行,BR15,劍南路,9,4,2,1,2,2,2025-07-15 20:22:01,2025-07-15 20:22:01
"141,160",1,下行,BR20,大湖公園,141,160,1,1,1,1,2025-07-15 20:21:57,2025-07-15 20:21:57
"129,198",2,上行,BR14,大直,129,198,1,1,1,1,2025-07-15 20:21:54,2025-07-15 20:21:54
"41,34",2,上行,BR05,辛亥,41,34,1,1,1,1,2025-07-15 20:21:46,2025-07-15 20:21:46
"183,118",1,下行,BR12,中山國中,183,118,3,3,2,3,2025-07-15 20:21:33,2025-07-15 20:21:33
"199,128",2,上行,BR08,科技大樓,199,128,1,1,1,1,2025-07-15 20:21:30,2025-07-15 20:21:30
"37,38",1,下行,BR01,動物園,37,38,1,1,1,1,2025-07-15 20:21:19,2025-07-15 20:21:19
"175,190",1,下行,BR10,BR 忠孝復興,175,190,2,2,2,3,2025-07-15 20:21:15,2025-07-15 20:21:15
"195,122",2,上行,BR19,內湖,195,122,1,2,1,1,2025-07-15 20:21:10,2025-07-15 20:21:10
"121,164",1,下行,BR14,大直,121,164,3,3,3,3,2025-07-15 20:21:04,2025-07-15 20:21:04
"157,112",2,上行,BR11,BR 南京復興,157,112,1,1,2,2,2025-07-15 20:20:52,2025-07-15 20:20:52
"107,178",2,上行,BR15,劍南路,107,178,1,1,1,2,2025-07-15 20:20:39,2025-07-15 20:20:39
"187,188",2,上行,BR06,麟光,187,188,1,1,1,1,2025-07-15 20:20:34,2025-07-15 20:20:34
"1,30",2,上行,BR22,東湖,1,30,1,1,1,1,2025-07-15 20:20:25,2025-07-15 20:20:25
"35,14",1,下行,BR08,科技大樓,35,14,3,3,3,2,2025-07-15 20:20:25,2025-07-15 20:20:25
"11,16",1,下行,BR23,南港軟體園區,11,16,2,1,1,1,2025-07-15 20:20:19,2025-07-15 20:20:19
"7,32",2,上行,BR09,BR 大安,7,32,1,1,1,1,2025-07-15 20:20:11,2025-07-15 20:20:11
"5,20",1,下行,BR06,麟光,5,20,2,2,2,2,2025-07-15 20:20:05,2025-07-15 20:20:05
"135,201",1,下行,BR04,萬芳醫院,135,201,1,1,1,1,2025-07-15 20:19:53,2025-07-15 20:19:53
"101,114",2,上行,BR16,西湖,101,114,2,2,2,2,2025-07-15 20:19:48,2025-07-15 20:19:48
"41,34",2,上行,BR04,萬芳醫院,41,34,1,1,1,1,2025-07-15 20:19:35,2025-07-15 20:19:35
"9,4",1,下行,BR16,西湖,9,4,2,1,2,3,2025-07-15 20:19:35,2025-07-15 20:19:35
"141,160",1,下行,BR21,葫洲,141,160,1,1,1,1,2025-07-15 20:19:32,2025-07-15 20:19:32
